108597;PI
198870;PI
269233;PI
360900;PI
383327;PI
1398642;PI
4377565;PI
4826369;PI
4854974;PI
73246;PI
217927;PI
9603;PI
25862;PI
267620;PI
134571;PI
466838;PI
177052;PI
54657;PI
9603;PI
210175;PI
466838;PI
163664;PI
285380;PI
269233;PI
294126;PI
358808;PI
2706077;PI
53265;PI
2413749;PI
3347510;PI
285030;PI
383327;PI
4537868;PI
3856357;PI
4718095;PI
4865127;PI
199129;PI
4933354;PI
360900;PI
3891138;PI
266564;PI
2413749;PI
284567;PI
378557;PI
6525420;PI
3891122;PI
378557;PI
567038;PI
6529330;PI
4377565;PI
4579917;PI
4806907;PI
4823885;PI
6799274;PI
6941721;PI
378557;PI
378557;PI
6947362;PI
6583005;UM
4921417;PI
4406590;PI
6802560;PI
4705217;PI
5689268;PI
7780997;PI
7861709;PI
3891632;PI
3891122;PI
6543383;PI
4798264;PI
7863021;PI
6821254;PI
4377565;PI
4960637;PI
4513621;PI
4545929;PI
4545929;PI
7909492;PI
6561923;PI
56892;PI
6697904;UM
163664;PI
6809732;PI
4561553;PI
8108927;PI
4617395;PI
6936742;PI
285030;PI
6933481;PI
6937523;PI
6652073;PI
6787396;PI
6955342;PI
4768624;PI
4377565;PI
285037;PI
6116940;PI
6926845;PI
6938541;PI
6958579;PI
6529331;PI
6947362;PI
6971362;PI
285380;PI
8108929;PI
8131853;PI
4570583;PI
6960518;PI
6964112;PI
7792990;PI
6537538;PI
6565038;PI
3487830;PI
7767483;PI
6970667;PI
4854974;PI
7786695;PI
6677516;PI
4884672;PI
8144297;PI
6550733;PI
7791254;PI
7790225;PI
7896397;PI
6789456;PI
4630898;PI
6803642;PI
8144299;PI
8168226;PI
6810755;PI
7798687;PI
7846585;PI
8093822;PI
6937024;PI
8169848;PI
6558914;PI
6564305;PI
6674800;PI
8119809;PI
7840059;PI
6946429;PI
7687526;PI
7786470;PI
8119912;PI
7870688;PI
4690319;PI
8151578;PI
7911976;PI
7965699;UM
7840059;PI
8367524;PI
6802890;PI
4782066;PI
7846584;PI
7885936;PI
6808909;PI
7883740;PI
8349666;PI
8379764;PI
6960431;PI
8380109;PI
8395528;PI
8476848;PI
8105964;PI
4858412;PI
8495021;PI
8495876;PI
8107938;PI
8547067;UM
8127871;PI
7893672;PI
8108933;PI
8130328;PI
8178321;PI
5915292;PI
8165632;PI
8669278;PI
8360750;PI
8676460;PI
6116940;PI
8364725;PI
8677763;PI
8426276;PI
8445520;PI
8367525;PI
7698889;PI
6558914;PI
7779575;PI
8382176;PI
8395528;PI
8497180;PI
6564306;PI
8453312;PI
7897386;PI
8497180;PI
8672834;PI
7911975;PI
8672994;PI
7911977;PI
8687448;PI
8689889;PI
8108762;PI
8677177;PI
8706458;PI
8711270;PI
8719620;PI
8723910;PI
8739353;PI
8365275;PI
6655725;PI
8753328;PI
8843330;PI
8843627;PI
8678323;PI
8689715;PI
8682049;PI
8689506;PI
8432878;PI
7926858;PI
8413826;PI
6678860;PI
8693769;PI
8100213;PI
8733043;PI
8472788;PI
8716027;PI
6793332;PI
8475966;PI
6929263;PI
8454399;PI
8495022;PI
8672175;PI
8100213;PI
8490665;PI
8749274;PI
8677191;PI
6941720;PI
8717956;PI
8749311;PI
6942334;PI
8717957;PI
8718045;PI
8660220;PI
6952509;PI
7687531;PI
8717822;PI
9405051;PI
11209167;PI
11212259;PI
8660220;PI
8718171;PI
8719632;PI
7700575;PI
11220244;PI
8726609;PI
8107207;PI
8664446;PI
8144298;PI
8743213;PI
8719064;PI
7781717;PI
8669278;PI
8759765;PI
7852380;PI
8719005;PI
10959827;PI
8151578;PI
8168226;PI
8108184;PI
8108467;PI
8355932;PI
11176418;PI
11195040;PI
8719488;PI
8360774;PI
8361858;PI
8722381;PI
8400300;PI
11218632;PI
8363349;PI
2766403;PI
8725171;PI
11156344;PI
8665372;PI
11232335;PI
8415100;PI
8748176;PI
11161356;PI
8672843;PI
8759762;PI
8426256;PI
11209677;PI
8673700;PI
9397593;PI
8451362;PI
8676065;PI
10893888;PI
8498188;PI
10959827;PI
10969223;PI
8684453;PI
3347510;PI
8672191;PI
11138435;PI
8687448;PI
11201648;PI
11211362;PI
8719621;PI
8685950;PI
11218632;PI
8733180;PI
8685950;PI
11233793;PI
8719636;PI
8748343;PI
8748905;PI
8759761;PI
4597392;PI
8812950;UM
5841230;PI
11252644;PI
8743215;PI
11235824;PI
11240572;PI
11249704;PI
8748691;PI
11275344;PI
8748691;PI
11275854;PI
11289409;PI
11173341;PI
11195040;PI
11138435;PI
11303890;PI
8845232;PI
11197914;PI
11306645;PI
11233793;PI
11161551;PI
11183479;PI
11312063;PI
11208228;PI
11201648;PI
11237613;PI
11205080;PI
11209994;PI
11244530;PI
11232335;PI
11211362;PI
11234541;PI
6530705;PI
11227251;PI
11236277;PI
11236275;PI
6766898;PI
6795297;PI
6795536;PI
6800949;PI
11245776;PI
11253457;PI
11314813;PI
11273857;PI
11276613;PI
11244589;PI
12943030;PI
11289267;PI
12963907;PI
11294749;PI
11287257;PI
12972074;PI
12978691;PI
12991987;PI
11310916;PI
11288394;PI
11302676;PI
11314813;PI
11276614;PI
12943030;PI
13009476;PI
13013132;PI
11287257;PI
11246169;PI
11275344;PI
12950226;PI
13018380;PI
12962165;PI
12996228;PI
13011551;PI
13024483;PI
11302676;PI
13034538;PI
13000330;PI
11282653;PI
13026346;PI
13011551;PI
13081499;PI
13081810;PI
13091002;PI
13055199;PI
11306645;PI
11290517;PI
13078704;PI
11307448;PI
12951644;PI
13001230;PI
13109313;PI
13040288;PI
13021985;PI
13045685;PI
13014341;PI
13383856;PI
13091001;PI
13091746;PI
12930371;PI
13102972;PI
13040708;PI
13079141;PI
12930807;PI
13390424;PI
13397089;PI
13383856;PI
13400804;PI
13397368;PI
12956790;PI
12946291;PI
13091746;PI
13029837;PI
13101828;PI
12970276;PI
13067994;PI
12990438;PI
13109313;PI
13399838;PI
13110762;PI
13109496;PI
13397089;PI
13447157;PI
13400562;PI
12956789;PI
12999890;PI
13404519;PI
13460840;PI
13385304;PI
13399839;PI
13011840;PI
6821254;PI
13470176;PI
13013875;PI
13421366;PI
13023815;PI
13422888;PI
13397089;PI
13032667;PI
13422890;PI
13397089;PI
13091001;PI
13397511;PI
13109496;PI
13432768;PI
13433952;PI
6962680;PI
13441158;PI
13444754;PI
13447185;PI
13453388;PI
7846584;PI
13460371;PI
7885276;PI
13484797;PI
7897185;PI
13484797;UM
8091420;PI
13486743;PI
12963907;PI
12992936;PI
13514677;PI
13530148;PI
13394331;PI
13423543;PI
12999890;PI
13400562;PI
13487197;PI
13491585;PI
13561220;PI
13561220;PI
13568329;PI
13432193;PI
13421620;PI
13400804;PI
13532495;PI
13445249;PI
13063042;PI
13534593;PI
13454308;PI
13402641;PI
13482390;PI
13444222;PI
13447331;PI
13458096;PI
13067994;PI
13541268;PI
13507794;PI
13067994;PI
13472279;PI
13469775;PI
13521722;PI
13518140;PI
13520022;PI
13477216;PI
13399839;PI
13454307;PI
13458094;PI
13563701;PI
13460371;PI
13526594;PI
13563443;PI
13569617;PI
13471809;PI
13526593;PI
13567063;PI
13525948;PI
13534388;PI
13559289;PI
13530148;PI
13588609;PI
14932096;PI
8144711;PI
8151410;PI
8184505;PI
8185599;PI
8396866;PI
13593362;PI
14927098;PI
13593362;PI
13589888;PI
13577443;PI
13588612;PI
14927098;PI
13580756;PI
13598684;PI
14935061;PI
14955867;PI
14937641;PI
14957944;PI
14938779;PI
14919804;PI
14923186;PI
14942629;PI
14957943;PI
14942629;PI
14961699;PI
