17562;PI
45968;PI
52656;PI
9603;PI
23702;PI
125775;PI
132495;PI
134571;PI
134724;PI
1496;PI
9603;PI
56013;PI
68513;PI
81197;PI
102656;PI
116445;PI
134944;PI
140741;PI
45968;PI
49562;PI
73359;PI
53257;PI
54657;PI
54739;PI
64686;PI
69536;PI
95951;PI
112782;PI
140741;PI
149256;PI
140760;PI
163664;PI
6117;PI
73246;PI
90316;PI
115399;PI
1108;PI
14458;PI
36899;PI
44330;PI
53265;PI
55014;PI
55016;PI
56892;PI
61574;PI
67455;PI
92048;PI
103253;PI
132361;PI
145805;PI
152472;PI
152580;PI
163664;PI
179354;PI
179388;PI
179390;PI
179420;PI
179429;PI
144903;PI
163336;PI
167773;PI
177052;PI
179430;PI
260100;PI
269233;PI
178463;PI
179417;PI
179434;PI
180487;PI
180687;PI
180499;PI
180524;PI
222045;PI
285380;PI
285380;PI
341849;PI
275078;PI
78606;PI
106552;PI
114221;PI
126440;PI
132370;PI
143269;PI
179416;PI
179418;PI
199129;PI
210838;PI
225746;PI
229037;PI
236123;PI
247353;PI
248106;PI
266564;PI
284567;PI
161766;PI
179379;PI
179415;PI
190543;PI
259958;PI
284567;PI
285380;PI
294126;PI
339283;PI
378557;PI
395150;PI
367915;PI
402011;PI
402241;PI
405574;PI
425698;PI
427168;PI
441236;PI
444446;PI
273355;PI
285030;PI
285380;PI
285380;PI
348784;PI
360932;PI
364345;PI
396875;PI
402517;PI
373431;PI
378557;PI
404868;PI
414779;PI
420979;PI
427168;PI
448906;PI
25862;PI
41359;PI
88080;PI
92048;PI
95075;PI
102627;PI
110305;PI
149254;PI
153192;PI
153310;PI
179453;PI
180525;PI
180543;PI
215204;PI
254243;PI
288113;PI
340486;PI
368998;PI
448906;PI
296456;PI
345003;PI
373113;PI
378557;PI
383327;PI
384079;PI
404603;PI
441236;PI
442239;PI
453765;UM
454477;PI
449471;UM
449945;UM
453413;UM
449191;UM
449191;UM
454509;PI
451783;UM
454510;PI
455554;PI
451077;PI
455444;PI
452809;UM
454477;PI
4311;PI
6133;PI
25970;PI
42959;PI
454510;PI
454667;PI
454759;PI
453052;UM
454606;PI
454821;PI
50129;PI
95075;PI
98421;PI
102464;PI
108597;PI
126282;PI
126514;PI
163016;PI
167444;PI
167445;PI
178491;PI
178555;PI
179391;PI
179427;PI
179491;PI
180527;PI
180544;PI
190541;PI
193313;PI
198870;PI
269233;PI
360900;PI
381896;PI
383327;PI
394697;PI
429310;PI
449114;PI
449447;UM
451972;UM
452809;UM
144903;PI
153102;PI
178290;PI
179392;PI
179424;PI
179505;PI
180546;PI
217927;PI
267620;PI
358808;PI
360900;PI
378557;PI
378557;PI
378557;PI
394697;PI
449448;UM
451888;UM
458094;PI
458701;PI
463924;PI
464383;PI
456821;PI
457438;PI
458108;PI
458239;PI
459158;PI
466563;PI
456743;PI
457381;PI
458094;PI
458515;PI
458701;PI
458799;PI
462826;PI
455817;PI
456789;PI
457427;PI
461494;PI
462674;PI
463943;PI
466611;PI
456656;PI
466628;PI
466925;PI
467119;PI
461494;PI
466517;PI
466838;PI
455798;PI
466838;PI
459158;PI
459509;PI
460943;PI
466562;PI
466698;PI
466848;PI
466897;PI
466914;PI
466915;PI
467166;PI
455918;PI
458760;PI
464819;PI
466714;PI
466936;PI
467000;PI
467119;PI
467175;PI
467359;PI
467661;PI
466543;PI
466886;PI
467184;PI
467251;PI
467486;PI
466910;PI
456743;PI
467662;PI
457745;PI
458515;PI
458700;PI
462827;PI
466837;PI
466838;PI
466839;PI
466937;PI
467087;PI
466928;PI
466935;PI
467662;PI
467245;PI
467259;PI
467671;PI
552670;PI
467662;PI
564140;UM
467662;PI
467718;PI
630056;PI
467247;PI
467732;PI
564911;UM
972011;PI
1393344;PI
1108033;PI
2413749;PI
2455324;PI
467243;PI
467254;PI
467437;PI
467487;PI
467729;PI
630056;PI
2733221;PI
2743179;PI
467730;PI
1393581;PI
1396966;PI
2706077;PI
2755933;PI
2772947;PI
3347510;PI
3350437;PI
3350984;PI
564911;UM
571486;UM
2455271;PI
2760340;PI
2349937;PI
2413749;PI
2413749;PI
2680985;PI
2753174;PI
2753455;PI
2772605;PI
2743751;PI
2749107;PI
3361975;PI
3397157;PI
3397657;PI
3397876;PI
3407100;PI
3411085;PI
1393919;PI
3487177;PI
1398642;PI
3499688;PI
2448629;PI
2733473;PI
2755520;PI
3577547;UM
3355174;PI
3359686;PI
3396461;PI
3615125;UM
3791077;PI
3811109;PI
3814731;PI
3856357;PI
3890756;PI
3893072;PI
3893154;PI
3393382;PI
3400292;PI
3410828;PI
3449418;PI
3622241;UM
3449764;PI
3466176;PI
3501782;PI
3893461;PI
4064558;PI
3791765;PI
3813171;PI
3856659;PI
3856848;PI
3875423;PI
3889769;PI
3891122;PI
3891122;PI
4141819;PI
4194768;PI
3791255;PI
3849338;UM
3851260;UM
3856357;PI
3876069;PI
3891138;PI
3891632;PI
3892071;PI
4059873;PI
4234468;PI
4251614;PI
4297425;PI
2759893;PI
3413249;PI
3448455;PI
3487830;PI
3855605;PI
4229876;PI
4398912;PI
4399895;PI
466896;PI
466913;PI
466946;PI
467249;PI
467281;PI
4321607;PI
467731;PI
4377565;PI
550199;PI
4459089;PI
550199;UM
2680981;PI
4459090;PI
2706803;PI
2726842;PI
4542329;PI
2748951;PI
2750625;PI
4548183;PI
2766403;PI
4552839;PI
3347510;PI
3347510;PI
3393509;PI
3402969;PI
3408577;UM
3466176;PI
3500551;PI
3501698;PI
3515834;PI
3663743;UM
3856287;PI
3871963;PI
3871963;PI
